#Parameters = {Vbot=-1000; Vside=-500; Vtop=1000; g=1; h=30; l=150; t=1; w=100}
#"Z / mm"	"Potential (Es) (Z)_2 [Real Part]"
#-------------------------------------------
-93.275666882497	131.16210937500
-93.028905858998	135.43405151367
-92.782144835500	139.70613098145
-92.535383812001	144.06919860840
-92.288622788502	148.43257141113
-92.041861765004	152.89535522461
-91.795100741505	157.35865783691
-91.548339718006	161.93005371094
-91.301578694508	166.50204467773
-91.054817671009	171.19116210938
-90.808056647510	175.88102722168
-90.561295624012	180.69732666016
-90.314534600513	185.51467895508
-90.067773577014	190.46818542480
-89.821012553516	195.42308044434
-89.574251530017	200.52412414551
-89.327490506518	205.62692260742
-89.080729483020	210.88661193848
-88.833968459521	216.14848327637
-88.587207436022	221.57862854004
-88.340446412524	227.01144409180
-88.093685389025	232.62420654297
-87.846924365526	238.24050903320
-87.600163342028	244.04953002930
-87.353402318529	249.86271667480
-87.106641295030	255.88246154785
-86.859880271532	261.90710449219
-86.613119248033	268.15298461914
-86.366358224534	274.40451049805
-86.119597201036	280.89358520508
-85.872836177537	287.38919067383
-85.626075154038	294.14007568359
-85.379314130540	300.89843750000
-85.132553107041	307.93130493164
-84.885792083542	314.97250366211
-84.639031060044	322.31018066406
-84.392270036545	329.65725708008
-84.145509013046	337.32473754883
-83.898747989548	345.00302124023
-83.651986966049	353.02828979492
-83.405225942550	361.06591796875
-83.158464919052	369.48083496094
-82.911703895553	377.90994262695
-82.664942872054	386.75091552734
-82.418181848556	395.60824584961
-82.171420825057	404.91665649414
-81.924659801558	414.24386596680
-81.677898778060	424.06787109375
-81.431137754561	433.91424560547
-81.184376731062	444.31106567383
-80.937615707564	454.73373413086
-80.690854684065	465.77035522461
-80.444093660566	476.83706665039
-80.197332637068	488.59463500977
-79.950571613569	500.38742065430
-79.703810590070	512.96478271484
-79.457049566572	525.58367919922
-79.210288543073	539.10260009766
-78.963527519574	552.67095947266
-78.716766496076	567.28497314453
-78.470005472577	581.95819091797
-78.223244449078	597.86358642578
-77.976483425580	613.84075927734
-77.729722402081	631.28869628906
-77.482961378582	648.82543945312
-77.236200355084	668.14019775391
-76.989439331585	687.56604003906
-76.742678308086	709.14880371094
-76.495917284588	730.87078857422
-76.249156261089	755.13665771484
-76.002395237590	779.57147216797
-75.755634214092	806.57989501953
-75.508873190593	833.75885009766
-75.262112167094	861.42822265625
-75.015351143596	889.13104248047
-74.768590120097	904.22735595703
-74.521829096598	918.48791503906
-74.275068073100	925.90441894531
-74.028307049601	932.67327880859
-73.781546026102	936.79602050781
-73.534785002603	940.58935546875
-73.288023979105	943.18341064453
-73.041262955606	945.59039306641
-72.794501932107	947.37524414062
-72.547740908609	949.04077148438
-72.300979885110	950.34686279297
-72.054218861611	951.57006835938
-71.807457838113	952.56817626953
-71.560696814614	953.50500488281
-71.313935791115	954.29205322266
-71.067174767617	955.03173828125
-70.820413744118	955.66711425781
-70.573652720619	956.26464843750
-70.326891697121	956.78698730469
-70.080130673622	957.27825927734
-69.833369650123	957.71392822266
-69.586608626625	958.12353515625
-69.339847603126	958.49108886719
-69.093086579627	958.83648681641
-68.846325556129	959.14953613281
-68.599564532630	959.44354248047
-68.352803509131	959.71234130859
-68.106042485633	959.96453857422
-67.859281462134	960.19683837891
-67.612520438635	960.41455078125
-67.365759415137	960.61645507812
-67.118998391638	960.80554199219
-66.872237368139	960.98193359375
-66.625476344641	961.14678955078
-66.378715321142	961.30157470703
-66.131954297643	961.44598388672
-65.885193274145	961.58227539062
-65.638432250646	961.70922851562
